protein	drug	pvalue	label
TRMT6	IGF1R_3801_1738	0.00817726213937207	sig
TRMT6	JAK_8517_1739	0.0325149948552837	sig
TRMT6	AZD4547_1786	0.0434536602067739	sig
TRMT6	Zoledronate_1802	0.0396901588839388	sig
TRMT6	Carmustine_1807	0.0034713323371532	sig
TRMT6	Topotecan_1808	0.000848137431944271	sig
TRMT6	Teniposide_1809	0.0127304504651637	sig
TRMT6	Mitoxantrone_1810	0.00706259700331353	sig
TRMT6	Dactinomycin_1811	0.00495905238094742	sig
TRMT6	Fludarabine_1813	0.0413913190418634	sig
TRMT6	Vincristine_1818	0.0109800315523941	sig
TRMT6	Docetaxel_1819	0.00567041126062266	sig
TRMT6	Podophyllotoxin bromide_1825	0.0081075737324734	sig
TRMT6	Elephantin_1835	0.00547222793676112	sig
TRMT6	Sinularin_1838	0.0440586065208048	sig
TRMT6	Sabutoclax_1849	0.0238451443507612	sig
TRMT6	OF-1_1853	0.0481664796046495	sig
TRMT6	KRAS (G12C) Inhibitor-12_1855	0.0320479762150157	sig
TRMT6	MG-132_1862	3.16759698830329e-06	sig
TRMT6	BDP-00009066_1866	0.00366995603951548	sig
TRMT6	Buparlisib_1873	0.00391470961564289	sig
TRMT6	Dactinomycin_1911	0.0104460253659996	sig
TRMT6	AGI-5198_1913	0.00461361326244786	sig
TRMT6	AZD5363_1916	0.0168532321386493	sig
TRMT6	Cediranib_1922	0.00150114240984651	sig
TRMT6	GSK2578215A_1927	0.00316192656749419	sig
TRMT6	I-BRD9_1928	0.0481664796046495	sig
TRMT6	Telomerase Inhibitor IX_1930	0.00363615049339597	sig
TRMT6	MIRA-1_1931	0.0369867779680972	sig
TRMT6	NVP-ADW742_1932	0.0124225778853764	sig
TRMT6	UMI-77_1939	0.0113493798935637	sig
TRMT6	WIKI4_1940	0.0200077674738018	sig
TRMT6	Sepantronium bromide_1941	5.40933130794757e-05	sig
TRMT6	MIM1_1996	0.00750390834577035	sig
TRMT6	BPD-00008900_1998	0.00658688681695122	sig
TRMT6	Foretinib_2040	0.00838955518365174	sig
TRMT6	Pyridostatin_2044	0.00572095808787952	sig
TRMT6	AMG-319_2045	0.00465556765565162	sig
TRMT6	Ulixertinib_2047	0.00897996957028651	sig
TRMT6	Vinorelbine_2048	0.00763445997306418	sig
TRMT6	Uprosertib_2106	0.0380487073821747	sig
TRMT6	LJI308_2107	0.00688070498298778	sig
TRMT6	AZ6102_2109	0.00164163058334959	sig
TRMT6	GSK591_2110	0.000980523876831621	sig
TRMT6	VE821_2111	0.0369867779680972	sig
TRMT6	AT13148_2170	0.000724822048444012	sig
TRMT6	JQ1_2172	0.000990676775352547	sig
SEC61B	Camptothecin_1003	8.64970753566918e-08	sig
SEC61B	Vinblastine_1004	2.84000532159663e-07	sig
SEC61B	Cisplatin_1005	4.09414221402608e-07	sig
SEC61B	Cytarabine_1006	1.04928670232954e-05	sig
SEC61B	Docetaxel_1007	1.81368573156149e-06	sig
SEC61B	Gefitinib_1010	3.46425451535693e-07	sig
SEC61B	Navitoclax_1011	2.52308376285332e-13	sig
SEC61B	Vorinostat_1012	2.2068507233816e-11	sig
SEC61B	Nilotinib_1013	1.60007290918857e-05	sig
SEC61B	Olaparib_1017	5.9734516651408e-09	sig
SEC61B	AZD7762_1022	5.21121546247002e-07	sig
SEC61B	KU-55933_1030	2.1362114487765e-10	sig
SEC61B	Afatinib_1032	1.78619170310722e-07	sig
SEC61B	NU7441_1038	1.68810711969718e-06	sig
SEC61B	Doramapimod_1042	0.000131304097700289	sig
SEC61B	Wee1 Inhibitor_1046	5.20694684959802e-10	sig
SEC61B	Nutlin-3a (-)_1047	5.38522264507761e-09	sig
SEC61B	Mirin_1048	6.26936133862897e-12	sig
SEC61B	PD173074_1049	1.15154935480443e-05	sig
SEC61B	ZM447439_1050	3.16799726659552e-08	sig
SEC61B	Alisertib_1051	4.09414221402608e-07	sig
SEC61B	RO-3306_1052	0.000213206239659883	sig
SEC61B	MK-2206_1053	8.71404687325424e-09	sig
SEC61B	Palbociclib_1054	0.00024425222066428	sig
SEC61B	Dactolisib_1057	5.01781686226005e-05	sig
SEC61B	Pictilisib_1058	6.20407230846648e-11	sig
SEC61B	Obatoclax Mesylate_1068	2.2698308563357e-05	sig
SEC61B	5-Fluorouracil_1073	1.3690097449913e-07	sig
SEC61B	Paclitaxel_1080	3.60948507792658e-09	sig
SEC61B	Crizotinib_1083	9.98163037634116e-08	sig
SEC61B	Rapamycin_1084	2.35890451430174e-05	sig
SEC61B	Sorafenib_1085	3.66769806046027e-10	sig
SEC61B	Irinotecan_1088	1.16352457845402e-08	sig
SEC61B	Oxaliplatin_1089	3.33403884399418e-13	sig
SEC61B	BMS-536924_1091	1.59370375655547e-06	sig
SEC61B	GSK1904529A_1093	4.21831694532517e-05	sig
SEC61B	PF-4708671_1129	0.00146941965608703	sig
SEC61B	PRIMA-1MET_1131	1.14397912089422e-08	sig
SEC61B	Erlotinib_1168	0.00230409469215804	sig
SEC61B	Niraparib_1177	1.39949262621014e-06	sig
SEC61B	MK-1775_1179	2.82772716387904e-10	sig
SEC61B	Dinaciclib_1180	0.000171519409146951	sig
SEC61B	Gemcitabine_1190	3.28763026074324e-06	sig
SEC61B	SB505124_1194	0.000710519621403821	sig
SEC61B	Tamoxifen_1199	0.00159086500319818	sig
SEC61B	Fulvestrant_1200	5.60654758779164e-08	sig
SEC61B	EPZ004777_1237	1.39068883945371e-07	sig
SEC61B	YK-4-279_1239	2.87348609153769e-09	sig
SEC61B	Daporinad_1248	2.20166694929665e-08	sig
SEC61B	BMS-345541_1249	8.37800450163535e-08	sig
SEC61B	AZ960_1250	0.012629893302132	sig
SEC61B	Talazoparib_1259	1.34765771990788e-07	sig
SEC61B	XAV939_1268	9.89148483913406e-05	sig
SEC61B	Trametinib_1372	0.00812236334809045	sig
SEC61B	Dabrafenib_1373	0.00475880859526291	sig
SEC61B	Temozolomide_1375	0.000500122572378791	sig
SEC61B	AZD5438_1401	0.000748788158293181	sig
SEC61B	IAP_5620_1428	2.18396406072402e-05	sig
SEC61B	AZD2014_1441	2.51642976229138e-06	sig
SEC61B	AZD1208_1449	2.1527582955055e-06	sig
SEC61B	AZD1332_1463	0.00207221119060107	sig
SEC61B	Ruxolitinib_1507	0.000183774320957784	sig
SEC61B	Linsitinib_1510	1.62013173753554e-12	sig
SEC61B	Epirubicin_1511	8.14669715310035e-07	sig
SEC61B	Cyclophosphamide_1512	1.32067755050009e-06	sig
SEC61B	Pevonedistat_1529	4.76763517397372e-08	sig
SEC61B	Sapitinib_1549	0.0096996517970534	sig
SEC61B	Uprosertib_1553	6.91322629818839e-08	sig
SEC61B	LCL161_1557	1.60007290918857e-05	sig
SEC61B	Lapatinib_1558	1.75287784435978e-05	sig
SEC61B	Luminespib_1559	0.000527740881203739	sig
SEC61B	Alpelisib_1560	4.50266463620024e-14	sig
SEC61B	Taselisib_1561	5.66557024831812e-12	sig
SEC61B	EPZ5676_1563	5.19446069269934e-06	sig
SEC61B	IWP-2_1576	5.29002599411544e-07	sig
SEC61B	Leflunomide_1578	1.16723736549523e-10	sig
SEC61B	Entinostat_1593	5.6719234881003e-09	sig
SEC61B	OSI-027_1594	0.00654668884287529	sig
SEC61B	LGK974_1598	1.7140594265897e-08	sig
SEC61B	VE-822_1613	7.47028664011417e-09	sig
SEC61B	WZ4003_1614	0.0172411088455453	sig
SEC61B	CZC24832_1615	9.8161511639469e-06	sig
SEC61B	AZD5582_1617	3.28311442914213e-05	sig
SEC61B	GSK2606414_1618	0.000208406951553831	sig
SEC61B	PFI3_1620	6.12125507025066e-06	sig
SEC61B	PCI-34051_1621	8.78873918478926e-08	sig
SEC61B	Wnt-C59_1622	2.64229266589347e-08	sig
SEC61B	I-BET-762_1624	9.07332267069637e-08	sig
SEC61B	RVX-208_1625	2.77782001463265e-06	sig
SEC61B	OTX015_1626	3.67612557061179e-06	sig
SEC61B	GSK343_1627	8.13600901537994e-06	sig
SEC61B	ML323_1629	1.46560028583978e-10	sig
SEC61B	Entospletinib_1630	0.00201279598262208	sig
SEC61B	PRT062607_1631	1.78161649486585e-09	sig
SEC61B	Ribociclib_1632	0.000135992902953703	sig
SEC61B	AGI-6780_1634	1.61681723327506e-06	sig
SEC61B	Picolinici-acid_1635	2.49555745937575e-09	sig
SEC61B	AZD5153_1706	1.19291157181684e-06	sig
SEC61B	CDK9_5576_1708	0.000165684241287271	sig
SEC61B	CDK9_5038_1709	1.09200415827927e-05	sig
SEC61B	Eg5_9814_1712	1.49879293619643e-05	sig
SEC61B	IRAK4_4710_1716	0.0121257668036347	sig
SEC61B	JAK1_8709_1718	1.93068850943006e-07	sig
SEC61B	AZD5991_1720	1.09776735860382e-07	sig
SEC61B	PAK_5339_1730	4.39516363289229e-08	sig
SEC61B	TAF1_5496_1732	2.3878091481491e-11	sig
SEC61B	ULK1_4989_1733	1.66401459848094e-06	sig
SEC61B	VSP34_8731_1734	0.00167139174832367	sig
SEC61B	IGF1R_3801_1738	1.16691292655003e-05	sig
SEC61B	JAK_8517_1739	0.0156858292771415	sig
SEC61B	AZD4547_1786	2.41178490550673e-06	sig
SEC61B	Ibrutinib_1799	1.44099068482709e-05	sig
SEC61B	Zoledronate_1802	2.27608563287741e-08	sig
SEC61B	Acetalax_1804	9.07332267069637e-08	sig
SEC61B	Oxaliplatin_1806	2.08001163786475e-11	sig
SEC61B	Carmustine_1807	1.97624783457887e-06	sig
SEC61B	Topotecan_1808	8.26790517543139e-07	sig
SEC61B	Teniposide_1809	7.13881032661389e-08	sig
SEC61B	Mitoxantrone_1810	2.29916025991791e-05	sig
SEC61B	Dactinomycin_1811	7.02514129415296e-08	sig
SEC61B	Fludarabine_1813	0.0232675813107629	sig
SEC61B	Nelarabine_1814	0.0204462574787353	sig
SEC61B	Fulvestrant_1816	8.86408039879702e-09	sig
SEC61B	Vincristine_1818	1.35467259526833e-08	sig
SEC61B	Docetaxel_1819	1.00333282737165e-09	sig
SEC61B	Podophyllotoxin bromide_1825	3.11629372640396e-08	sig
SEC61B	Dihydrorotenone_1827	8.48458071667241e-12	sig
SEC61B	Gallibiscoquinazole_1830	6.81933537787518e-07	sig
SEC61B	Elephantin_1835	2.25978194619851e-10	sig
SEC61B	Sinularin_1838	0.000185895161865175	sig
SEC61B	Sabutoclax_1849	1.0591974560771e-09	sig
SEC61B	LY2109761_1852	0.000273313370452561	sig
SEC61B	OF-1_1853	5.98072975429143e-08	sig
SEC61B	MN-64_1854	0.00978115012480397	sig
SEC61B	KRAS (G12C) Inhibitor-12_1855	5.00561729925383e-08	sig
SEC61B	MG-132_1862	0.000279501600835781	sig
SEC61B	BDP-00009066_1866	0.000345203211045816	sig
SEC61B	Buparlisib_1873	1.06125236042973e-10	sig
SEC61B	Venetoclax_1909	1.07848432485589e-09	sig
SEC61B	ABT737_1910	6.14376308128439e-12	sig
SEC61B	Dactinomycin_1911	8.92993341491527e-08	sig
SEC61B	Afuresertib_1912	1.37158410740685e-11	sig
SEC61B	AGI-5198_1913	5.78758030348054e-07	sig
SEC61B	AZD3759_1915	7.13015722295321e-07	sig
SEC61B	AZD5363_1916	1.87158289435133e-07	sig
SEC61B	AZD6738_1917	7.37050586206323e-10	sig
SEC61B	AZD8186_1918	0.00329995826640212	sig
SEC61B	Osimertinib_1919	2.24433819622841e-09	sig
SEC61B	Cediranib_1922	2.24085774124079e-05	sig
SEC61B	Ipatasertib_1924	3.1035481675941e-10	sig
SEC61B	GDC0810_1925	1.29199281694502e-11	sig
SEC61B	GNE-317_1926	4.91936890899663e-11	sig
SEC61B	GSK2578215A_1927	4.1565945892239e-07	sig
SEC61B	I-BRD9_1928	2.12961247077186e-08	sig
SEC61B	Telomerase Inhibitor IX_1930	5.81270136234107e-10	sig
SEC61B	MIRA-1_1931	1.22814883631855e-06	sig
SEC61B	NVP-ADW742_1932	1.0158212301173e-08	sig
SEC61B	P22077_1933	5.40168056465203e-10	sig
SEC61B	Savolitinib_1936	0.000866361831047695	sig
SEC61B	UMI-77_1939	2.10119487297008e-05	sig
SEC61B	WIKI4_1940	0.000128263316959937	sig
SEC61B	Sepantronium bromide_1941	0.000208406951553831	sig
SEC61B	MIM1_1996	0.000533432381357376	sig
SEC61B	WEHI-539_1997	9.33296672244673e-10	sig
SEC61B	BPD-00008900_1998	9.31931024054716e-05	sig
SEC61B	Foretinib_2040	5.20689409603263e-05	sig
SEC61B	BIBR-1532_2043	6.5215906800367e-07	sig
SEC61B	Pyridostatin_2044	0.0090691554627634	sig
SEC61B	AMG-319_2045	4.27115773582443e-05	sig
SEC61B	MK-8776_2046	1.06334537411468e-05	sig
SEC61B	Ulixertinib_2047	2.92988950149866e-05	sig
SEC61B	Vinorelbine_2048	2.92447841843153e-09	sig
SEC61B	VX-11e_2096	4.43347342353815e-05	sig
SEC61B	Uprosertib_2106	2.2844254907169e-09	sig
SEC61B	LJI308_2107	1.19822902351833e-05	sig
SEC61B	AZ6102_2109	3.94089007905151e-06	sig
SEC61B	GSK591_2110	9.0590613052111e-06	sig
SEC61B	VE821_2111	3.38088733324102e-06	sig
SEC61B	AZD6482_2169	0.00751975250035554	sig
SEC61B	AT13148_2170	4.10842111348591e-06	sig
SEC61B	BMS-754807_2171	8.70360439570916e-10	sig
DRG2	Camptothecin_1003	9.77446113411375e-05	sig
DRG2	Cisplatin_1005	0.000688439146547693	sig
DRG2	Cytarabine_1006	0.000788963521046875	sig
DRG2	Navitoclax_1011	0.00203242507856119	sig
DRG2	Vorinostat_1012	0.00945877651189742	sig
DRG2	Olaparib_1017	0.000179600698913608	sig
DRG2	AZD7762_1022	0.0499580820417254	sig
DRG2	SB216763_1025	0.0154389812344787	sig
DRG2	Doramapimod_1042	0.000434492825165985	sig
DRG2	Nutlin-3a (-)_1047	0.00268397925146139	sig
DRG2	Mirin_1048	0.000484204703025304	sig
DRG2	Alisertib_1051	0.00232631206860673	sig
DRG2	RO-3306_1052	0.018209488865849	sig
DRG2	PD0325901_1060	4.18539173481321e-08	sig
DRG2	Crizotinib_1083	0.00488885172719791	sig
DRG2	Sorafenib_1085	0.00784939315344159	sig
DRG2	BI-2536_1086	0.000107484508121007	sig
DRG2	Irinotecan_1088	1.77581056908106e-05	sig
DRG2	Oxaliplatin_1089	0.000101295115659158	sig
DRG2	BMS-536924_1091	0.0158105503094309	sig
DRG2	Tozasertib_1096	0.012629893302132	sig
DRG2	Niraparib_1177	0.000120949152428155	sig
DRG2	Gemcitabine_1190	0.00446746590544621	sig
DRG2	GSK269962A_1192	0.0479701898832589	sig
DRG2	SB505124_1194	0.00241715740177944	sig
DRG2	EPZ004777_1237	0.00683785490242943	sig
DRG2	YK-4-279_1239	0.00732797886578603	sig
DRG2	Daporinad_1248	0.00365396521140427	sig
DRG2	AZ960_1250	0.0122251414456726	sig
DRG2	Talazoparib_1259	0.000326636973822076	sig
DRG2	XAV939_1268	0.0121257668036347	sig
DRG2	Trametinib_1372	6.91810337472921e-06	sig
DRG2	Temozolomide_1375	0.0473225091961162	sig
DRG2	IAP_5620_1428	0.00276128123485414	sig
DRG2	AZD1208_1449	0.000389578678904985	sig
DRG2	AZD1332_1463	0.000797234941967945	sig
DRG2	Ruxolitinib_1507	0.00221715507308786	sig
DRG2	Linsitinib_1510	0.00978115012480397	sig
DRG2	Epirubicin_1511	0.0379197927900685	sig
DRG2	Cyclophosphamide_1512	0.0131524860444677	sig
DRG2	LCL161_1557	0.0096996517970534	sig
DRG2	Luminespib_1559	0.000550851904325331	sig
DRG2	Alpelisib_1560	0.00129015645563292	sig
DRG2	Taselisib_1561	0.0067200202152978	sig
DRG2	SCH772984_1564	1.71253471288173e-06	sig
DRG2	IWP-2_1576	0.0204462574787353	sig
DRG2	Leflunomide_1578	0.0219003444973429	sig
DRG2	Entinostat_1593	0.00211271059683945	sig
DRG2	OSI-027_1594	0.00336190273261625	sig
DRG2	LGK974_1598	0.000333948413571728	sig
DRG2	VE-822_1613	0.0463647869205519	sig
DRG2	WZ4003_1614	0.0305974371380697	sig
DRG2	AZD5582_1617	2.24085774124079e-05	sig
DRG2	GSK2606414_1618	0.000292273949429616	sig
DRG2	PFI3_1620	0.00862056818320169	sig
DRG2	PCI-34051_1621	0.0132592699302889	sig
DRG2	I-BET-762_1624	0.00180806750882596	sig
DRG2	RVX-208_1625	2.24659685881662e-06	sig
DRG2	OTX015_1626	6.03834506103967e-06	sig
DRG2	GSK343_1627	0.000593578935721594	sig
DRG2	ML323_1629	0.00745533368189815	sig
DRG2	PRT062607_1631	8.88422765468676e-05	sig
DRG2	AGI-6780_1634	0.00589286989690341	sig
DRG2	Picolinici-acid_1635	0.00355414223142165	sig
DRG2	AZD5153_1706	0.0227464199218387	sig
DRG2	CDK9_5038_1709	0.0457354130965358	sig
DRG2	Eg5_9814_1712	0.00589286989690341	sig
DRG2	ERK_2440_1713	0.0063218372712723	sig
DRG2	ERK_6604_1714	5.48735119931576e-06	sig
DRG2	JAK1_8709_1718	0.00333079935495243	sig
DRG2	AZD5991_1720	0.0278229709924366	sig
DRG2	PAK_5339_1730	0.038187570503048	sig
DRG2	TAF1_5496_1732	0.000203709268580059	sig
DRG2	Selumetinib_1736	0.0010215834025391	sig
DRG2	IGF1R_3801_1738	0.000748788158293181	sig
DRG2	JAK_8517_1739	0.00411665582025836	sig
DRG2	Zoledronate_1802	0.000831131947165861	sig
DRG2	Oxaliplatin_1806	0.00677870745646057	sig
DRG2	Carmustine_1807	0.00701808967869325	sig
DRG2	Topotecan_1808	0.00115447690189141	sig
DRG2	Teniposide_1809	0.000305591461378803	sig
DRG2	Mitoxantrone_1810	0.000279501600835781	sig
DRG2	Fludarabine_1813	0.00375633117955227	sig
DRG2	Nelarabine_1814	0.0252681887879793	sig
DRG2	Docetaxel_1819	0.0139162148577721	sig
DRG2	LY2109761_1852	0.00502210119661612	sig
DRG2	OF-1_1853	0.0333661339508782	sig
DRG2	KRAS (G12C) Inhibitor-12_1855	0.0326545943308772	sig
DRG2	Buparlisib_1873	0.0403882342084285	sig
DRG2	Ulixertinib_1908	3.52554434954842e-06	sig
DRG2	Venetoclax_1909	6.91810337472921e-06	sig
DRG2	ABT737_1910	2.89764937695135e-06	sig
DRG2	Afuresertib_1912	0.0179280635690209	sig
DRG2	AZD3759_1915	0.00978115012480397	sig
DRG2	AZD6738_1917	0.0096996517970534	sig
DRG2	AZD8186_1918	0.000185895161865175	sig
DRG2	Ipatasertib_1924	0.0366047389246159	sig
DRG2	GDC0810_1925	0.0176504558186981	sig
DRG2	GNE-317_1926	0.00273529080131744	sig
DRG2	I-BRD9_1928	0.00442719158417097	sig
DRG2	Telomerase Inhibitor IX_1930	0.000330273761114488	sig
DRG2	MIRA-1_1931	0.0195243055331905	sig
DRG2	NVP-ADW742_1932	0.00961875930614231	sig
DRG2	P22077_1933	0.0333661339508782	sig
DRG2	Savolitinib_1936	0.000330273761114488	sig
DRG2	UMI-77_1939	0.00145485498690061	sig
DRG2	WIKI4_1940	0.016318198423894	sig
DRG2	Sepantronium bromide_1941	0.00400539620784543	sig
DRG2	WEHI-539_1997	0.00930117128152067	sig
DRG2	Foretinib_2040	0.000258399974180397	sig
DRG2	BIBR-1532_2043	0.0119291628381426	sig
DRG2	AMG-319_2045	0.0280284086926191	sig
DRG2	Ulixertinib_2047	3.67655369076104e-05	sig
DRG2	VX-11e_2096	1.30972239166516e-08	sig
DRG2	LJI308_2107	0.000305591461378803	sig
DRG2	AZ6102_2109	0.00637738884558271	sig
DRG2	AZD6482_2169	0.000241511305442078	sig
DRG2	JQ1_2172	3.79457705920363e-08	sig
DDX55	PD0325901_1060	0.0383761361546833	sig
DDX55	Dasatinib_1079	0.0402708346221072	sig
DDX55	Trametinib_1372	0.0143632444928348	sig
DDX55	SCH772984_1564	0.0172871335460751	sig
IGJ	Camptothecin_1003	0.000125288992360107	sig
IGJ	Vinblastine_1004	0.00362041111132864	sig
IGJ	Cisplatin_1005	0.00024702229591198	sig
IGJ	Cytarabine_1006	0.00323905513959311	sig
IGJ	Docetaxel_1007	0.00488885172719791	sig
IGJ	Gefitinib_1010	1.91952520940847e-05	sig
IGJ	Navitoclax_1011	4.07873625635941e-09	sig
IGJ	Vorinostat_1012	3.20989702115679e-07	sig
IGJ	Nilotinib_1013	0.0171065226133713	sig
IGJ	Olaparib_1017	9.03245103147063e-07	sig
IGJ	Axitinib_1021	5.53710807296784e-05	sig
IGJ	AZD7762_1022	0.000249821818112304	sig
IGJ	KU-55933_1030	1.24563936509951e-07	sig
IGJ	Afatinib_1032	1.2303462413364e-05	sig
IGJ	NU7441_1038	4.29755536728722e-09	sig
IGJ	Doramapimod_1042	8.78873918478926e-08	sig
IGJ	Wee1 Inhibitor_1046	7.3032709303905e-06	sig
IGJ	Nutlin-3a (-)_1047	6.91810337472921e-06	sig
IGJ	Mirin_1048	7.86435611086948e-09	sig
IGJ	PD173074_1049	0.00677870745646057	sig
IGJ	ZM447439_1050	8.93681613733014e-11	sig
IGJ	Alisertib_1051	0.0010427005725996	sig
IGJ	RO-3306_1052	4.05183316670078e-06	sig
IGJ	MK-2206_1053	3.96328598368978e-05	sig
IGJ	Dactolisib_1057	0.0130464633171034	sig
IGJ	Pictilisib_1058	1.06893929300643e-08	sig
IGJ	Obatoclax Mesylate_1068	0.0150751196202683	sig
IGJ	5-Fluorouracil_1073	8.26742609152088e-05	sig
IGJ	Dasatinib_1079	0.0168401128124013	sig
IGJ	Paclitaxel_1080	0.000733256641068008	sig
IGJ	Crizotinib_1083	0.0001676082232969	sig
IGJ	Rapamycin_1084	0.0227464199218387	sig
IGJ	Sorafenib_1085	1.57930887222896e-05	sig
IGJ	Irinotecan_1088	6.64206002345289e-06	sig
IGJ	Oxaliplatin_1089	2.87348609153769e-09	sig
IGJ	BMS-536924_1091	2.7148083065481e-05	sig
IGJ	Tozasertib_1096	0.035328741282375	sig
IGJ	PF-4708671_1129	0.000337661294532656	sig
IGJ	PRIMA-1MET_1131	5.27140631650154e-05	sig
IGJ	Erlotinib_1168	0.00268397925146139	sig
IGJ	Niraparib_1177	0.000848577342750363	sig
IGJ	MK-1775_1179	2.68045418698069e-05	sig
IGJ	Dinaciclib_1180	0.041240760462454	sig
IGJ	Gemcitabine_1190	0.000111367647011872	sig
IGJ	GSK269962A_1192	0.0248937384245019	sig
IGJ	SB505124_1194	9.30500108653935e-06	sig
IGJ	Fulvestrant_1200	0.000330273761114488	sig
IGJ	EPZ004777_1237	0.000593578935721594	sig
IGJ	YK-4-279_1239	0.000203709268580059	sig
IGJ	Daporinad_1248	2.4810730453775e-06	sig
IGJ	BMS-345541_1249	0.000539181034152845	sig
IGJ	Talazoparib_1259	0.000295551394350229	sig
IGJ	XAV939_1268	0.0165773518653631	sig
IGJ	Temozolomide_1375	0.0398282239984621	sig
IGJ	IAP_5620_1428	0.00172149079459505	sig
IGJ	AZD2014_1441	8.88422765468676e-05	sig
IGJ	AZD1208_1449	0.00278749706842414	sig
IGJ	Ruxolitinib_1507	0.0202900109377757	sig
IGJ	Linsitinib_1510	3.30939859121748e-07	sig
IGJ	Epirubicin_1511	0.00323905513959311	sig
IGJ	Cyclophosphamide_1512	0.00107513468361005	sig
IGJ	Pevonedistat_1529	8.77849477427096e-05	sig
IGJ	Sapitinib_1549	4.48886667504865e-05	sig
IGJ	Uprosertib_1553	0.0022602419323492	sig
IGJ	LCL161_1557	0.00142612401389462	sig
IGJ	Lapatinib_1558	0.00115447690189141	sig
IGJ	Luminespib_1559	0.019374230475583	sig
IGJ	Alpelisib_1560	5.81270136234107e-10	sig
IGJ	Taselisib_1561	7.5059354387512e-10	sig
IGJ	EPZ5676_1563	0.0130464633171034	sig
IGJ	IWP-2_1576	0.000960583505029739	sig
IGJ	Leflunomide_1578	1.04602744312123e-06	sig
IGJ	Entinostat_1593	1.38531812485017e-05	sig
IGJ	LGK974_1598	5.56300740503707e-06	sig
IGJ	VE-822_1613	6.91810337472921e-06	sig
IGJ	CZC24832_1615	0.00986325814337144	sig
IGJ	AZD5582_1617	0.00131635314626792	sig
IGJ	GSK2606414_1618	0.012836683159931	sig
IGJ	PFI3_1620	0.00442719158417097	sig
IGJ	PCI-34051_1621	0.000389578678904985	sig
IGJ	Wnt-C59_1622	0.000223117805687363	sig
IGJ	I-BET-762_1624	0.000893687485377293	sig
